	APMC	Commodity	combined_label	date	modal_price	quarter	deseasonalise_price
21022	barshi	ridge gourd	barshi:ridge gourd	2014-11-01	200	4	203.41666666666666
21023	barshi	ridge gourd	barshi:ridge gourd	2015-11-01	176	4	179.41666666666666
21244	barshi	ridge gourd	barshi:ridge gourd	2014-10-01	126	4	129.41666666666666
21245	barshi	ridge gourd	barshi:ridge gourd	2015-10-01	120	4	123.41666666666667
21536	barshi	ridge gourd	barshi:ridge gourd	2014-09-01	145	3	144.125
21537	barshi	ridge gourd	barshi:ridge gourd	2015-09-01	107	3	106.125
19220	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-04-01	2052	2	2058.556235237363
19221	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-04-01	2312	2	2319.386947304475
19418	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-08-01	2071	3	2077.010766134766
19419	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-08-01	1909	3	1914.540585490714
19615	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2014-12-01	2088	4	2065.352458830819
19616	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-12-01	2190	4	2166.2461134288765
19810	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-02-01	1995	1	1995.4254874111994
19811	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-02-01	2295	1	2295.489470480553
20007	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-01-01	2135	1	2135.455346176898
20008	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-01-01	1979	1	1979.422074980834
20206	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-07-01	1955	3	1960.6740935748276
20207	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-07-01	2209	3	2215.411290387107
20403	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-06-01	2030	2	2036.4859442162997
20404	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-06-01	2165	2	2171.9172754819156
20601	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-03-01	2233	1	2233.4762473128862
20602	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-03-01	2390	1	2390.509731785848
20799	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-05-01	1918	2	1924.128099018159
20800	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-05-01	2095	2	2101.693622233078
20994	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2014-11-01	2324	4	2298.792679273383
20995	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-11-01	2138	4	2114.810132653396
21202	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2014-10-01	1814	4	1794.3244062830968
21203	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-10-01	2168	4	2144.4847369469426
21204	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-10-01	2198	4	2174.1593412404886
21494	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2014-09-01	1886	3	1891.4738314486572
21495	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2015-09-01	1993	3	1998.784382861704
21496	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-09-01	2290	3	2296.646380709133
23362	barshi	sorgum(jawar)	barshi:sorgum(jawar)	2016-11-01	2268	4	2243.400084592097
19248	barshi	tomato	barshi:tomato	2015-04-01	50	2	43.24199990534302
19249	barshi	tomato	barshi:tomato	2016-04-01	30	2	25.945199943205814
19447	barshi	tomato	barshi:tomato	2015-08-01	40	3	32.34713307558616
19448	barshi	tomato	barshi:tomato	2016-08-01	594	3	480.3549261724545
19645	barshi	tomato	barshi:tomato	2014-12-01	102	4	107.27263350728045
19646	barshi	tomato	barshi:tomato	2015-12-01	115	4	120.94463581703188
19838	barshi	tomato	barshi:tomato	2015-02-01	76	1	94.43372203647384
19839	barshi	tomato	barshi:tomato	2016-02-01	64	1	79.52313434650429
20036	barshi	tomato	barshi:tomato	2015-01-01	114	1	141.65058305471075
20037	barshi	tomato	barshi:tomato	2016-01-01	101	1	125.49744639057708
20235	barshi	tomato	barshi:tomato	2015-07-01	113	3	91.3806509385309
20236	barshi	tomato	barshi:tomato	2016-07-01	1924	3	1555.8971009356944
20432	barshi	tomato	barshi:tomato	2015-06-01	119	2	102.9159597747164
20433	barshi	tomato	barshi:tomato	2016-06-01	671	2	580.3076387297034
20629	barshi	tomato	barshi:tomato	2015-03-01	58	1	72.06784050151951
20630	barshi	tomato	barshi:tomato	2016-03-01	34	1	42.2466651215804
20828	barshi	tomato	barshi:tomato	2015-05-01	78	2	67.45751985233511
20829	barshi	tomato	barshi:tomato	2016-05-01	805	2	696.1961984760227
21024	barshi	tomato	barshi:tomato	2014-11-01	42	4	44.171084385350774
21025	barshi	tomato	barshi:tomato	2015-11-01	120	4	126.20309824385936
21246	barshi	tomato	barshi:tomato	2014-10-01	58	4	60.99816415119869
21247	barshi	tomato	barshi:tomato	2015-10-01	42	4	44.171084385350774
21248	barshi	tomato	barshi:tomato	2016-10-01	511	4	537.4148600217677
21538	barshi	tomato	barshi:tomato	2014-09-01	90	3	72.78104942006887
21539	barshi	tomato	barshi:tomato	2015-09-01	38	3	30.729776421806854
21540	barshi	tomato	barshi:tomato	2016-09-01	344	3	278.185344450041
23376	barshi	tomato	barshi:tomato	2016-11-01	688	4	723.5644299314603
19252	barshi	turmeric	barshi:turmeric	2015-04-01	7114	2	7043.650545627504
19253	barshi	turmeric	barshi:turmeric	2016-04-01	8226	2	8144.654116999134
19451	barshi	turmeric	barshi:turmeric	2015-08-01	6053	3	6192.165231867527
19452	barshi	turmeric	barshi:turmeric	2016-08-01	6233	3	6376.303632947348
19649	barshi	turmeric	barshi:turmeric	2014-12-01	4997	4	4960.081087535704
19650	barshi	turmeric	barshi:turmeric	2015-12-01	9200	4	9132.028418116564
19842	barshi	turmeric	barshi:turmeric	2015-02-01	7187	1	7220.359346663792
19843	barshi	turmeric	barshi:turmeric	2016-02-01	7700	1	7735.74049941717
20040	barshi	turmeric	barshi:turmeric	2015-01-01	7381	1	7415.259821584174
20041	barshi	turmeric	barshi:turmeric	2016-01-01	7798	1	7834.195378500662
20239	barshi	turmeric	barshi:turmeric	2015-07-01	5946	3	6082.705182336745
20240	barshi	turmeric	barshi:turmeric	2016-07-01	6916	3	7075.006565933557
20436	barshi	turmeric	barshi:turmeric	2015-06-01	5906	2	5847.596306223789
20437	barshi	turmeric	barshi:turmeric	2016-06-01	7188	2	7116.918768902235
20633	barshi	turmeric	barshi:turmeric	2015-03-01	6682	1	6713.015326896822
20634	barshi	turmeric	barshi:turmeric	2016-03-01	8017	1	8054.211894003565
20832	barshi	turmeric	barshi:turmeric	2015-05-01	6947	2	6878.301987696692
20833	barshi	turmeric	barshi:turmeric	2016-05-01	7374	2	7301.079438214396
21028	barshi	turmeric	barshi:turmeric	2014-11-01	4343	4	4310.9129804217655
21029	barshi	turmeric	barshi:turmeric	2015-11-01	7969	4	7910.123311301185
21252	barshi	turmeric	barshi:turmeric	2014-10-01	4342	4	4309.9203686371875
21253	barshi	turmeric	barshi:turmeric	2015-10-01	6975	4	6923.467197430765
21254	barshi	turmeric	barshi:turmeric	2016-10-01	6175	4	6129.377769768455
21544	barshi	turmeric	barshi:turmeric	2014-09-01	4645	3	4751.793738976485
21545	barshi	turmeric	barshi:turmeric	2015-09-01	7168	3	7332.800327445306
21546	barshi	turmeric	barshi:turmeric	2016-09-01	6715	3	6869.385351394423
23378	barshi	turmeric	barshi:turmeric	2016-11-01	6205	4	6159.156123305792
19218	barshi	wheat(husked)	barshi:wheat(husked)	2015-04-01	1911	2	1891.5
19219	barshi	wheat(husked)	barshi:wheat(husked)	2016-04-01	1981	2	1961.5
19416	barshi	wheat(husked)	barshi:wheat(husked)	2015-08-01	1807	3	1819.5
19417	barshi	wheat(husked)	barshi:wheat(husked)	2016-08-01	1939	3	1951.5
19613	barshi	wheat(husked)	barshi:wheat(husked)	2014-12-01	1572	4	1574.75
19614	barshi	wheat(husked)	barshi:wheat(husked)	2015-12-01	1649	4	1651.75
19808	barshi	wheat(husked)	barshi:wheat(husked)	2015-02-01	1595	1	1579.5
19809	barshi	wheat(husked)	barshi:wheat(husked)	2016-02-01	1758	1	1742.5
20005	barshi	wheat(husked)	barshi:wheat(husked)	2015-01-01	1582	1	1566.5
20006	barshi	wheat(husked)	barshi:wheat(husked)	2016-01-01	1912	1	1896.5
20204	barshi	wheat(husked)	barshi:wheat(husked)	2015-07-01	1704	3	1716.5
20205	barshi	wheat(husked)	barshi:wheat(husked)	2016-07-01	1883	3	1895.5
20401	barshi	wheat(husked)	barshi:wheat(husked)	2015-06-01	1849	2	1829.5
20402	barshi	wheat(husked)	barshi:wheat(husked)	2016-06-01	1898	2	1878.5
20599	barshi	wheat(husked)	barshi:wheat(husked)	2015-03-01	1777	1	1761.5
20600	barshi	wheat(husked)	barshi:wheat(husked)	2016-03-01	1821	1	1805.5
20797	barshi	wheat(husked)	barshi:wheat(husked)	2015-05-01	1824	2	1804.5
20798	barshi	wheat(husked)	barshi:wheat(husked)	2016-05-01	1931	2	1911.5
20992	barshi	wheat(husked)	barshi:wheat(husked)	2014-11-01	1505	4	1507.75
20993	barshi	wheat(husked)	barshi:wheat(husked)	2015-11-01	1676	4	1678.75
21199	barshi	wheat(husked)	barshi:wheat(husked)	2014-10-01	1596	4	1598.75
21200	barshi	wheat(husked)	barshi:wheat(husked)	2015-10-01	1588	4	1590.75
21201	barshi	wheat(husked)	barshi:wheat(husked)	2016-10-01	2047	4	2049.75
21491	barshi	wheat(husked)	barshi:wheat(husked)	2014-09-01	1585	3	1597.5
21492	barshi	wheat(husked)	barshi:wheat(husked)	2015-09-01	1773	3	1785.5
21493	barshi	wheat(husked)	barshi:wheat(husked)	2016-09-01	1943	3	1955.5
23361	barshi	wheat(husked)	barshi:wheat(husked)	2016-11-01	2073	4	2075.75
6963	basmat	turmeric	basmat:turmeric	2015-04-01	8594	2	8625.7
6964	basmat	turmeric	basmat:turmeric	2016-04-01	9221	2	9252.7
6974	basmat	turmeric	basmat:turmeric	2015-08-01	7739	3	7977.5
6975	basmat	turmeric	basmat:turmeric	2016-08-01	7675	3	7913.5
6985	basmat	turmeric	basmat:turmeric	2014-12-01	7733	4	7636.5
6986	basmat	turmeric	basmat:turmeric	2015-12-01	10183	4	10086.5
6996	basmat	turmeric	basmat:turmeric	2015-02-01	8389	1	8295.833333333334
6997	basmat	turmeric	basmat:turmeric	2016-02-01	9507	1	9413.833333333334
7008	basmat	turmeric	basmat:turmeric	2015-01-01	8543	1	8449.833333333334
7009	basmat	turmeric	basmat:turmeric	2016-01-01	10054	1	9960.833333333334
7020	basmat	turmeric	basmat:turmeric	2015-07-01	7571	3	7809.5
7021	basmat	turmeric	basmat:turmeric	2016-07-01	8150	3	8388.5
7031	basmat	turmeric	basmat:turmeric	2015-06-01	7478	2	7509.7
7032	basmat	turmeric	basmat:turmeric	2016-06-01	8189	2	8220.7
7042	basmat	turmeric	basmat:turmeric	2015-03-01	8370	1	8276.833333333334
7043	basmat	turmeric	basmat:turmeric	2016-03-01	9436	1	9342.833333333334
7054	basmat	turmeric	basmat:turmeric	2015-05-01	7912	2	7943.7
7055	basmat	turmeric	basmat:turmeric	2016-05-01	8453	2	8484.7
7065	basmat	turmeric	basmat:turmeric	2014-11-01	6418	4	6321.5
7066	basmat	turmeric	basmat:turmeric	2015-11-01	10045	4	9948.5
7075	basmat	turmeric	basmat:turmeric	2014-10-01	6136	4	6039.5
7076	basmat	turmeric	basmat:turmeric	2015-10-01	8657	4	8560.5
7077	basmat	turmeric	basmat:turmeric	2016-10-01	7254	4	7157.5
7092	basmat	turmeric	basmat:turmeric	2014-09-01	6082	3	6320.5
7093	basmat	turmeric	basmat:turmeric	2015-09-01	8580	3	8818.5
7094	basmat	turmeric	basmat:turmeric	2016-09-01	7365	3	7603.5
23058	basmat	turmeric	basmat:turmeric	2016-11-01	7600	4	7503.5
21748	bhivandi	onion	bhivandi:onion	2015-04-01	1672	2	1645.25
21749	bhivandi	onion	bhivandi:onion	2016-04-01	1360	2	1333.25
21776	bhivandi	onion	bhivandi:onion	2015-08-01	2425	3	1997.6
21804	bhivandi	onion	bhivandi:onion	2014-12-01	1800	4	1858.5
21805	bhivandi	onion	bhivandi:onion	2015-12-01	1829	4	1887.5
21838	bhivandi	onion	bhivandi:onion	2015-02-01	1900	1	1877.75
21839	bhivandi	onion	bhivandi:onion	2016-02-01	1412	1	1389.75
21872	bhivandi	onion	bhivandi:onion	2015-01-01	1800	1	1777.75
21873	bhivandi	onion	bhivandi:onion	2016-01-01	1889	1	1866.75
21905	bhivandi	onion	bhivandi:onion	2015-07-01	1861	3	1433.6
21906	bhivandi	onion	bhivandi:onion	2016-07-01	940	3	512.6
21935	bhivandi	onion	bhivandi:onion	2015-06-01	1720	2	1693.25
21936	bhivandi	onion	bhivandi:onion	2016-06-01	920	2	893.25
21968	bhivandi	onion	bhivandi:onion	2015-03-01	1620	1	1597.75
21969	bhivandi	onion	bhivandi:onion	2016-03-01	1127	1	1104.75
21999	bhivandi	onion	bhivandi:onion	2015-05-01	1673	2	1646.25
22032	bhivandi	onion	bhivandi:onion	2014-11-01	2033	4	2091.5
22033	bhivandi	onion	bhivandi:onion	2015-11-01	1712	4	1770.5
22066	bhivandi	onion	bhivandi:onion	2014-10-01	2025	4	2083.5
22067	bhivandi	onion	bhivandi:onion	2015-10-01	1567	4	1625.5
22107	bhivandi	onion	bhivandi:onion	2014-09-01	2024	3	1596.6
22108	bhivandi	onion	bhivandi:onion	2015-09-01	5725	3	5297.6
21746	bhivandi	other vegetables	bhivandi:other vegetables	2015-04-01	1260	2	1410.6
21747	bhivandi	other vegetables	bhivandi:other vegetables	2016-04-01	1050	2	1200.6
21775	bhivandi	other vegetables	bhivandi:other vegetables	2015-08-01	1573	3	1343.3
21802	bhivandi	other vegetables	bhivandi:other vegetables	2014-12-01	1374	4	1409.9166666666667
21803	bhivandi	other vegetables	bhivandi:other vegetables	2015-12-01	1041	4	1076.9166666666667
21836	bhivandi	other vegetables	bhivandi:other vegetables	2015-02-01	1289	1	1294.6666666666667
21837	bhivandi	other vegetables	bhivandi:other vegetables	2016-02-01	1090	1	1095.6666666666667
21870	bhivandi	other vegetables	bhivandi:other vegetables	2015-01-01	1432	1	1437.6666666666667
21871	bhivandi	other vegetables	bhivandi:other vegetables	2016-01-01	1079	1	1084.6666666666667
21903	bhivandi	other vegetables	bhivandi:other vegetables	2015-07-01	1538	3	1308.3
21904	bhivandi	other vegetables	bhivandi:other vegetables	2016-07-01	2440	3	2210.3
21933	bhivandi	other vegetables	bhivandi:other vegetables	2015-06-01	1270	2	1420.6
21934	bhivandi	other vegetables	bhivandi:other vegetables	2016-06-01	1189	2	1339.6
21966	bhivandi	other vegetables	bhivandi:other vegetables	2015-03-01	1248	1	1253.6666666666667
21967	bhivandi	other vegetables	bhivandi:other vegetables	2016-03-01	1083	1	1088.6666666666667
21997	bhivandi	other vegetables	bhivandi:other vegetables	2015-05-01	1211	2	1361.6
21998	bhivandi	other vegetables	bhivandi:other vegetables	2016-05-01	1038	2	1188.6
22030	bhivandi	other vegetables	bhivandi:other vegetables	2014-11-01	1219	4	1254.9166666666667
22031	bhivandi	other vegetables	bhivandi:other vegetables	2015-11-01	1025	4	1060.9166666666667
22064	bhivandi	other vegetables	bhivandi:other vegetables	2014-10-01	1339	4	1374.9166666666667
22065	bhivandi	other vegetables	bhivandi:other vegetables	2015-10-01	1139	4	1174.9166666666667
22105	bhivandi	other vegetables	bhivandi:other vegetables	2014-09-01	1598	3	1368.3
22106	bhivandi	other vegetables	bhivandi:other vegetables	2015-09-01	1552	3	1322.3
21744	bhivandi	potato	bhivandi:potato	2015-04-01	1356	2	1285.541255514514
21745	bhivandi	potato	bhivandi:potato	2016-04-01	1231	2	1167.0363462672321
21774	bhivandi	potato	bhivandi:potato	2015-08-01	2313	3	2019.5283872630082
21800	bhivandi	potato	bhivandi:potato	2014-12-01	1600	4	1687.699327570351
21801	bhivandi	potato	bhivandi:potato	2015-12-01	1293	4	1363.87201909279
21834	bhivandi	potato	bhivandi:potato	2015-02-01	1480	1	1516.2531017607803
21835	bhivandi	potato	bhivandi:potato	2016-02-01	1259	1	1289.8396318356909
21868	bhivandi	potato	bhivandi:potato	2015-01-01	1585	1	1623.8251123586736
21869	bhivandi	potato	bhivandi:potato	2016-01-01	1394	1	1428.1465026044107
21901	bhivandi	potato	bhivandi:potato	2015-07-01	1722	3	1503.5140003747947
21902	bhivandi	potato	bhivandi:potato	2016-07-01	1280	3	1117.594611196131
21932	bhivandi	potato	bhivandi:potato	2015-06-01	1472	2	1395.5138112959917
21964	bhivandi	potato	bhivandi:potato	2015-03-01	1445	1	1480.395764894816
21965	bhivandi	potato	bhivandi:potato	2016-03-01	1022	1	1047.0342364861606
21996	bhivandi	potato	bhivandi:potato	2015-05-01	1363	2	1292.1775304323617
22028	bhivandi	potato	bhivandi:potato	2014-11-01	1522	4	1605.4239853512963
22029	bhivandi	potato	bhivandi:potato	2015-11-01	1138	4	1200.376146734412
22062	bhivandi	potato	bhivandi:potato	2014-10-01	1500	4	1582.2181195972041
22063	bhivandi	potato	bhivandi:potato	2015-10-01	1300	4	1371.2557036509102
22103	bhivandi	potato	bhivandi:potato	2014-09-01	1520	3	1327.1436007954053
22104	bhivandi	potato	bhivandi:potato	2015-09-01	3425	3	2990.438705739647
21742	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-04-01	1680	2	1730.7612142514183
21743	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2016-04-01	2973	2	3062.8292202199204
21773	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-08-01	2300	3	2568.430065519398
21798	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2014-12-01	1814	4	1754.4856817476968
21799	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-12-01	2626	4	2539.8453143712522
21832	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-02-01	1558	1	1452.416611447199
21833	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2016-02-01	2621	1	2443.378651221508
21866	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-01-01	1833	1	1708.7802623765829
21867	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2016-01-01	3324	1	3098.737366142805
21900	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-07-01	1780	3	1987.741528967186
21931	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-06-01	1600	2	1648.3440135727794
21962	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-03-01	1570	1	1463.6033889422995
21963	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2016-03-01	3147	1	2933.732398090074
21995	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-05-01	1648	2	1697.7943339799626
22026	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2014-11-01	1818	4	1758.354448410867
22027	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-11-01	2517	4	2434.4214227998636
22060	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2014-10-01	2011	4	1945.0224399088304
22061	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-10-01	2080	4	2011.7586648485167
22101	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2014-09-01	1950	3	2177.5820120707936
22102	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2015-09-01	2131	3	2379.706291139929
23767	bhivandi	rice(paddy-hus)	bhivandi:rice(paddy-hus)	2016-11-01	2390	4	2311.588081244209
21740	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-04-01	1597	2	1573.5
21741	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-04-01	2033	2	2009.5
21771	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-08-01	2020	3	1998.357142857143
21772	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-08-01	2163	3	2141.3571428571427
21796	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2014-12-01	1780	4	1794.0714285714287
21797	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-12-01	2186	4	2200.0714285714284
21830	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-02-01	1729	1	1734.6666666666667
21831	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-02-01	2138	1	2143.6666666666665
21864	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-01-01	1877	1	1882.6666666666667
21865	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-01-01	2244	1	2249.6666666666665
21898	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-07-01	1760	3	1738.357142857143
21899	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-07-01	2350	3	2328.3571428571427
21929	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-06-01	1438	2	1414.5
21930	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-06-01	2179	2	2155.5
21960	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-03-01	1520	1	1525.6666666666667
21961	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-03-01	2053	1	2058.6666666666665
21993	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-05-01	1663	2	1639.5
21994	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-05-01	2023	2	1999.5
22024	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2014-11-01	1663	4	1677.0714285714287
22025	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-11-01	2100	4	2114.0714285714284
22058	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2014-10-01	1900	4	1914.0714285714287
22059	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-10-01	2150	4	2164.0714285714284
22098	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2014-09-01	1788	3	1766.357142857143
22099	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2015-09-01	2025	3	2003.357142857143
22100	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-09-01	2217	3	2195.3571428571427
23766	bhivandi	wheat(husked)	bhivandi:wheat(husked)	2016-11-01	1870	4	1884.0714285714287
10143	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-04-01	4521	2	4202.390995181851
10144	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-04-01	8833	2	8210.510873798119
10303	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-08-01	3310	3	3313.070627457183
10304	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-08-01	8825	3	8833.186793749135
10458	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2014-12-01	4124	4	4269.138836288349
10459	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-12-01	7875	4	8152.150420894945
10618	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-02-01	6200	1	6267.313948396542
10619	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-02-01	9125	1	9224.07093211588
10777	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-01-01	5200	1	5256.456859945488
10778	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-01-01	8200	1	8289.028125298653
10937	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-07-01	73	3	73.06772078682005
10938	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-07-01	9175	3	9183.511482453068
11094	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-06-01	1568	2	1457.4981376786427
11095	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-06-01	11000	2	10224.795608714969
11254	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-03-01	4523	1	4572.106611064123
11255	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-03-01	9000	1	9097.713796059497
11414	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-05-01	3936	2	3658.6177741729193
11415	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-05-01	9300	2	8644.599923731746
11574	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2014-11-01	6000	4	6211.162225443767
11575	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-11-01	6625	4	6858.15829059416
11735	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2014-10-01	4750	4	4917.170095142982
11736	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-10-01	5540	4	5734.973121493078
11737	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-10-01	7750	4	8022.751207864866
11972	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2014-09-01	4417	3	4421.097571443618
11973	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2015-09-01	2568	3	2570.382287404848
11974	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-09-01	8375	3	8382.769336844081
23041	bhiwapur	chillies(red)	bhiwapur:chillies(red)	2016-11-01	6401	4	6626.274900844259
10141	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-04-01	1900	2	1837.1234414814871
10142	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2016-04-01	2118	2	2047.9091837146264
10301	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-08-01	1960	3	1929.744761260323
10302	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2016-08-01	2325	3	2289.110494862373
10456	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2014-12-01	1929	4	1966.7489277947404
10457	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-12-01	1952	4	1990.1990186912044
10616	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-02-01	1965	1	2001.566649156818
10617	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2016-02-01	1885	1	1920.0779306160823
10775	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-01-01	2043	1	2081.018149734035
10776	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2016-01-01	1917	1	1952.6734180323765
10935	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-07-01	1847	3	1818.489068391743
10936	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2016-07-01	2100	3	2067.5836727789174
11092	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-06-01	1788	2	1728.8298491415258
11093	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2016-06-01	2326	2	2249.025855203126
11252	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-03-01	1825	1	1858.9613917105305
11253	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2016-03-01	1900	1	1935.3570653424702
11412	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-05-01	1906	2	1842.924883928271
11413	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2016-05-01	2170	2	2098.188351586751
11572	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2014-11-01	2395	4	2441.868160740489
11573	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-11-01	1835	4	1870.9094258700616
11732	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2014-10-01	2521	4	2570.3338760863353
11733	bhiwapur	paddy-unhusked	bhiwapur:paddy-unhusked	2015-10-01	2075	4	2115.606026528816
