	APMC	Commodity	combined_label	date	modal_price	quarter	deseasonalise_price
6909	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-04-01	1412	2	1401.887207589224
6910	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-04-01	1657	2	1645.1325091893373
6913	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-08-01	1562	3	1532.2406812789047
6914	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-08-01	1667	3	1635.2402149116097
6917	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2014-12-01	1518	4	1549.9824718977688
6918	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-12-01	1564	4	1596.9516377128527
6921	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-02-01	1505	1	1506.0946760227096
6922	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-02-01	1558	1	1559.1332260753366
6925	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-01-01	1533	1	1534.1150420882484
6926	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-01-01	1523	1	1524.107768493413
6929	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-07-01	1510	3	1481.2313884322318
6930	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-07-01	1693	3	1660.744861334946
6933	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-06-01	1339	2	1329.4100360920474
6934	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-06-01	1604	2	1592.5120970064556
6937	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-03-01	1419	1	1420.0321231071262
6938	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-03-01	1633	1	1634.187778036601
6941	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-05-01	1402	2	1391.9588279320767
6942	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-05-01	1578	2	1566.6983098978724
6945	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2014-11-01	1507	4	1538.7507148550314
6946	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-11-01	1512	4	1543.8560589653666
6949	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2014-10-01	1670	4	1705.184932851959
6950	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-10-01	1491	4	1522.4136137019586
6951	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-10-01	1445	4	1475.4444478868747
6955	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2014-09-01	1744	3	1710.77320624226
6956	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2015-09-01	1691	3	1658.7829654562279
6957	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-09-01	1697	3	1664.6686530923826
23060	aamgaon	paddy-unhusked	aamgaon:paddy-unhusked	2016-11-01	1419	4	1448.8966585131318
6961	akhadabalapur	soybean	akhadabalapur:soybean	2015-04-01	3290	2	3240.8554797631778
6962	akhadabalapur	soybean	akhadabalapur:soybean	2016-04-01	3638	2	3583.6572144007423
6972	akhadabalapur	soybean	akhadabalapur:soybean	2015-08-01	3278	3	3229.438059390925
6973	akhadabalapur	soybean	akhadabalapur:soybean	2016-08-01	3594	3	3540.7566764646076
6983	akhadabalapur	soybean	akhadabalapur:soybean	2014-12-01	3105	4	3205.311579831847
6984	akhadabalapur	soybean	akhadabalapur:soybean	2015-12-01	3357	4	3465.4528094993593
6994	akhadabalapur	soybean	akhadabalapur:soybean	2015-02-01	3225	1	3229.6180198372617
6995	akhadabalapur	soybean	akhadabalapur:soybean	2016-02-01	3488	1	3492.9946211449205
7006	akhadabalapur	soybean	akhadabalapur:soybean	2015-01-01	3159	1	3163.523511524313
7007	akhadabalapur	soybean	akhadabalapur:soybean	2016-01-01	3452	1	3456.9430711560394
7018	akhadabalapur	soybean	akhadabalapur:soybean	2015-07-01	3357	3	3307.2677136593456
7019	akhadabalapur	soybean	akhadabalapur:soybean	2016-07-01	3641	3	3587.0603948268326
7029	akhadabalapur	soybean	akhadabalapur:soybean	2015-06-01	3375	2	3324.585788510859
7030	akhadabalapur	soybean	akhadabalapur:soybean	2016-06-01	3667	2	3612.224025620539
7040	akhadabalapur	soybean	akhadabalapur:soybean	2015-03-01	3222	1	3226.6137240048547
7041	akhadabalapur	soybean	akhadabalapur:soybean	2016-03-01	3505	1	3510.0189641952256
7052	akhadabalapur	soybean	akhadabalapur:soybean	2015-05-01	3450	2	3398.4654726999893
7053	akhadabalapur	soybean	akhadabalapur:soybean	2016-05-01	3663	2	3608.283775797119
7063	akhadabalapur	soybean	akhadabalapur:soybean	2014-11-01	3160	4	3262.0884355132484
7064	akhadabalapur	soybean	akhadabalapur:soybean	2015-11-01	3363	4	3471.6466483009667
7072	akhadabalapur	soybean	akhadabalapur:soybean	2014-10-01	2811	4	2901.813478553083
7073	akhadabalapur	soybean	akhadabalapur:soybean	2015-10-01	3392	4	3501.5835358420695
7074	akhadabalapur	soybean	akhadabalapur:soybean	2016-10-01	2830	4	2921.4273014248397
7089	akhadabalapur	soybean	akhadabalapur:soybean	2014-09-01	3677	3	3622.527072721303
7090	akhadabalapur	soybean	akhadabalapur:soybean	2015-09-01	2950	3	2906.2972163524187
7091	akhadabalapur	soybean	akhadabalapur:soybean	2016-09-01	3355	3	3305.2973426652084
23179	akhadabalapur	soybean	akhadabalapur:soybean	2016-11-01	2814	4	2904.910397953887
19200	akluj	bitter gourd	akluj:bitter gourd	2015-04-01	2224	2	1970.3
19201	akluj	bitter gourd	akluj:bitter gourd	2016-04-01	3211	2	2957.3
19398	akluj	bitter gourd	akluj:bitter gourd	2015-08-01	3128	3	3110.6428571428573
19399	akluj	bitter gourd	akluj:bitter gourd	2016-08-01	2500	3	2482.6428571428573
19595	akluj	bitter gourd	akluj:bitter gourd	2014-12-01	2806	4	2864.1875
19596	akluj	bitter gourd	akluj:bitter gourd	2015-12-01	3221	4	3279.1875
19791	akluj	bitter gourd	akluj:bitter gourd	2015-02-01	2820	1	3030.8333333333335
19792	akluj	bitter gourd	akluj:bitter gourd	2016-02-01	2763	1	2973.8333333333335
19988	akluj	bitter gourd	akluj:bitter gourd	2015-01-01	2758	1	2968.8333333333335
19989	akluj	bitter gourd	akluj:bitter gourd	2016-01-01	3178	1	3388.8333333333335
20186	akluj	bitter gourd	akluj:bitter gourd	2015-07-01	3357	3	3339.6428571428573
20187	akluj	bitter gourd	akluj:bitter gourd	2016-07-01	4943	3	4925.642857142857
20383	akluj	bitter gourd	akluj:bitter gourd	2015-06-01	3244	2	2990.3
20384	akluj	bitter gourd	akluj:bitter gourd	2016-06-01	5350	2	5096.3
20581	akluj	bitter gourd	akluj:bitter gourd	2015-03-01	2725	1	2935.8333333333335
20582	akluj	bitter gourd	akluj:bitter gourd	2016-03-01	2863	1	3073.8333333333335
20779	akluj	bitter gourd	akluj:bitter gourd	2015-05-01	2125	2	1871.3
20780	akluj	bitter gourd	akluj:bitter gourd	2016-05-01	4006	2	3752.3
20974	akluj	bitter gourd	akluj:bitter gourd	2014-11-01	3291	4	3349.1875
20975	akluj	bitter gourd	akluj:bitter gourd	2015-11-01	3208	4	3266.1875
21173	akluj	bitter gourd	akluj:bitter gourd	2014-10-01	1546	4	1604.1875
21174	akluj	bitter gourd	akluj:bitter gourd	2015-10-01	2644	4	2702.1875
21175	akluj	bitter gourd	akluj:bitter gourd	2016-10-01	1768	4	1826.1875
21464	akluj	bitter gourd	akluj:bitter gourd	2014-09-01	2393	3	2375.6428571428573
21465	akluj	bitter gourd	akluj:bitter gourd	2015-09-01	2031	3	2013.642857142857
21466	akluj	bitter gourd	akluj:bitter gourd	2016-09-01	957	3	939.6428571428571
23412	akluj	bitter gourd	akluj:bitter gourd	2016-11-01	1543	4	1601.1875
19210	akluj	brinjal	akluj:brinjal	2015-04-01	1016	2	913.3
19211	akluj	brinjal	akluj:brinjal	2016-04-01	2356	2	2253.3
19408	akluj	brinjal	akluj:brinjal	2015-08-01	1611	3	1599.2142857142858
19409	akluj	brinjal	akluj:brinjal	2016-08-01	2842	3	2830.214285714286
19605	akluj	brinjal	akluj:brinjal	2014-12-01	2667	4	2712.3125
19606	akluj	brinjal	akluj:brinjal	2015-12-01	2022	4	2067.3125
19801	akluj	brinjal	akluj:brinjal	2015-02-01	1020	1	1047.75
19802	akluj	brinjal	akluj:brinjal	2016-02-01	1331	1	1358.75
19998	akluj	brinjal	akluj:brinjal	2015-01-01	1600	1	1627.75
19999	akluj	brinjal	akluj:brinjal	2016-01-01	1894	1	1921.75
20196	akluj	brinjal	akluj:brinjal	2015-07-01	1713	3	1701.2142857142858
20197	akluj	brinjal	akluj:brinjal	2016-07-01	2571	3	2559.214285714286
20393	akluj	brinjal	akluj:brinjal	2015-06-01	1826	2	1723.3
20394	akluj	brinjal	akluj:brinjal	2016-06-01	2418	2	2315.3
20591	akluj	brinjal	akluj:brinjal	2015-03-01	719	1	746.75
20592	akluj	brinjal	akluj:brinjal	2016-03-01	2213	1	2240.75
20789	akluj	brinjal	akluj:brinjal	2015-05-01	1523	2	1420.3
20790	akluj	brinjal	akluj:brinjal	2016-05-01	2053	2	1950.3
20984	akluj	brinjal	akluj:brinjal	2014-11-01	3794	4	3839.3125
20985	akluj	brinjal	akluj:brinjal	2015-11-01	1947	4	1992.3125
21188	akluj	brinjal	akluj:brinjal	2014-10-01	1931	4	1976.3125
21189	akluj	brinjal	akluj:brinjal	2015-10-01	1844	4	1889.3125
21190	akluj	brinjal	akluj:brinjal	2016-10-01	2684	4	2729.3125
21479	akluj	brinjal	akluj:brinjal	2014-09-01	1944	3	1932.2142857142858
21480	akluj	brinjal	akluj:brinjal	2015-09-01	1588	3	1576.2142857142858
21481	akluj	brinjal	akluj:brinjal	2016-09-01	1686	3	1674.2142857142858
23417	akluj	brinjal	akluj:brinjal	2016-11-01	1150	4	1195.3125
19202	akluj	cabbage	akluj:cabbage	2015-04-01	394	2	378.7
19203	akluj	cabbage	akluj:cabbage	2016-04-01	733	2	717.7
19400	akluj	cabbage	akluj:cabbage	2015-08-01	942	3	832.1428571428571
19401	akluj	cabbage	akluj:cabbage	2016-08-01	1500	3	1390.142857142857
19597	akluj	cabbage	akluj:cabbage	2014-12-01	488	4	553.625
19598	akluj	cabbage	akluj:cabbage	2015-12-01	835	4	900.625
19793	akluj	cabbage	akluj:cabbage	2015-02-01	640	1	690.1666666666666
19794	akluj	cabbage	akluj:cabbage	2016-02-01	647	1	697.1666666666666
19990	akluj	cabbage	akluj:cabbage	2015-01-01	579	1	629.1666666666666
19991	akluj	cabbage	akluj:cabbage	2016-01-01	856	1	906.1666666666666
20188	akluj	cabbage	akluj:cabbage	2015-07-01	827	3	717.1428571428571
20189	akluj	cabbage	akluj:cabbage	2016-07-01	1552	3	1442.142857142857
20385	akluj	cabbage	akluj:cabbage	2015-06-01	800	2	784.7
20386	akluj	cabbage	akluj:cabbage	2016-06-01	1300	2	1284.7
20583	akluj	cabbage	akluj:cabbage	2015-03-01	546	1	596.1666666666666
20584	akluj	cabbage	akluj:cabbage	2016-03-01	677	1	727.1666666666666
20781	akluj	cabbage	akluj:cabbage	2015-05-01	538	2	522.7
20782	akluj	cabbage	akluj:cabbage	2016-05-01	743	2	727.7
20976	akluj	cabbage	akluj:cabbage	2014-11-01	611	4	676.625
20977	akluj	cabbage	akluj:cabbage	2015-11-01	692	4	757.625
21176	akluj	cabbage	akluj:cabbage	2014-10-01	584	4	649.625
21177	akluj	cabbage	akluj:cabbage	2015-10-01	740	4	805.625
21178	akluj	cabbage	akluj:cabbage	2016-10-01	433	4	498.625
21467	akluj	cabbage	akluj:cabbage	2014-09-01	700	3	590.1428571428571
21468	akluj	cabbage	akluj:cabbage	2015-09-01	825	3	715.1428571428571
21469	akluj	cabbage	akluj:cabbage	2016-09-01	508	3	398.1428571428571
23413	akluj	cabbage	akluj:cabbage	2016-11-01	433	4	498.625
19190	akluj	chikoo	akluj:chikoo	2015-04-01	1567	2	1386.5
19191	akluj	chikoo	akluj:chikoo	2016-04-01	2800	2	2619.5
19388	akluj	chikoo	akluj:chikoo	2015-08-01	2747	3	2703.714285714286
19389	akluj	chikoo	akluj:chikoo	2016-08-01	3443	3	3399.714285714286
19586	akluj	chikoo	akluj:chikoo	2014-12-01	2524	4	2487.25
19587	akluj	chikoo	akluj:chikoo	2015-12-01	2822	4	2785.25
19781	akluj	chikoo	akluj:chikoo	2015-02-01	1825	1	1847.1666666666667
19782	akluj	chikoo	akluj:chikoo	2016-02-01	2880	1	2902.1666666666665
19978	akluj	chikoo	akluj:chikoo	2015-01-01	1922	1	1944.1666666666667
19979	akluj	chikoo	akluj:chikoo	2016-01-01	2963	1	2985.1666666666665
20176	akluj	chikoo	akluj:chikoo	2015-07-01	2636	3	2592.714285714286
20177	akluj	chikoo	akluj:chikoo	2016-07-01	2870	3	2826.714285714286
20373	akluj	chikoo	akluj:chikoo	2015-06-01	2250	2	2069.5
20374	akluj	chikoo	akluj:chikoo	2016-06-01	2976	2	2795.5
20571	akluj	chikoo	akluj:chikoo	2015-03-01	1600	1	1622.1666666666667
20572	akluj	chikoo	akluj:chikoo	2016-03-01	2569	1	2591.1666666666665
20769	akluj	chikoo	akluj:chikoo	2015-05-01	1625	2	1444.5
20770	akluj	chikoo	akluj:chikoo	2016-05-01	3035	2	2854.5
20966	akluj	chikoo	akluj:chikoo	2014-11-01	2510	4	2473.25
20967	akluj	chikoo	akluj:chikoo	2015-11-01	3462	4	3425.25
21159	akluj	chikoo	akluj:chikoo	2014-10-01	2300	4	2263.25
21160	akluj	chikoo	akluj:chikoo	2015-10-01	3533	4	3496.25
21161	akluj	chikoo	akluj:chikoo	2016-10-01	3000	4	2963.25
21450	akluj	chikoo	akluj:chikoo	2014-09-01	2130	3	2086.714285714286
21451	akluj	chikoo	akluj:chikoo	2015-09-01	3227	3	3183.714285714286
21452	akluj	chikoo	akluj:chikoo	2016-09-01	3056	3	3012.714285714286
23407	akluj	chikoo	akluj:chikoo	2016-11-01	4300	4	4263.25
19212	akluj	chillies(red)	akluj:chillies(red)	2015-04-01	2667	2	2358.5708477811704
19213	akluj	chillies(red)	akluj:chillies(red)	2016-04-01	7333	2	6484.96438949356
19410	akluj	chillies(red)	akluj:chillies(red)	2015-08-01	3636	3	3610.22847217147
19411	akluj	chillies(red)	akluj:chillies(red)	2016-08-01	5550	3	5510.662271878894
19607	akluj	chillies(red)	akluj:chillies(red)	2014-12-01	2171	4	2585.8240052327496
19608	akluj	chillies(red)	akluj:chillies(red)	2015-12-01	2500	4	2977.6877075457733
19803	akluj	chillies(red)	akluj:chillies(red)	2015-02-01	2840	1	2914.4148357237477
20000	akluj	chillies(red)	akluj:chillies(red)	2015-01-01	2653	1	2722.514985625036
20198	akluj	chillies(red)	akluj:chillies(red)	2015-07-01	2000	3	1985.8242421185203
20199	akluj	chillies(red)	akluj:chillies(red)	2016-07-01	7100	3	7049.676059520747
20395	akluj	chillies(red)	akluj:chillies(red)	2015-06-01	3375	2	2984.6931425802213
20396	akluj	chillies(red)	akluj:chillies(red)	2016-06-01	7000	2	6190.474666092311
20593	akluj	chillies(red)	akluj:chillies(red)	2015-03-01	3353	1	3440.8566704865234
20594	akluj	chillies(red)	akluj:chillies(red)	2016-03-01	5250	1	5387.5626364611535
20791	akluj	chillies(red)	akluj:chillies(red)	2015-05-01	2980	2	2635.3735007078694
20792	akluj	chillies(red)	akluj:chillies(red)	2016-05-01	8250	2	7295.916570751652
20986	akluj	chillies(red)	akluj:chillies(red)	2014-11-01	2776	4	3306.424430458827
20987	akluj	chillies(red)	akluj:chillies(red)	2015-11-01	2717	4	3236.1510005607465
21191	akluj	chillies(red)	akluj:chillies(red)	2014-10-01	3069	4	3655.4094297831916
21192	akluj	chillies(red)	akluj:chillies(red)	2015-10-01	2750	4	3275.4564783003507
21482	akluj	chillies(red)	akluj:chillies(red)	2014-09-01	3014	3	2992.63713287261
21483	akluj	chillies(red)	akluj:chillies(red)	2015-09-01	2671	3	2652.068275349284
21484	akluj	chillies(red)	akluj:chillies(red)	2016-09-01	1683	3	1671.0710997427348
23418	akluj	chillies(red)	akluj:chillies(red)	2016-11-01	1000	4	1191.0750830183094
19204	akluj	garlic	akluj:garlic	2015-04-01	3237	2	3276.0
19205	akluj	garlic	akluj:garlic	2016-04-01	6167	2	6206.0
19402	akluj	garlic	akluj:garlic	2015-08-01	5684	3	5518.5
19403	akluj	garlic	akluj:garlic	2016-08-01	10880	3	10714.5
19599	akluj	garlic	akluj:garlic	2014-12-01	2667	4	2479.375
19600	akluj	garlic	akluj:garlic	2015-12-01	11816	4	11628.375
19795	akluj	garlic	akluj:garlic	2015-02-01	3630	1	3593.4166666666665
19796	akluj	garlic	akluj:garlic	2016-02-01	11400	1	11363.416666666666
19992	akluj	garlic	akluj:garlic	2015-01-01	2582	1	2545.4166666666665
19993	akluj	garlic	akluj:garlic	2016-01-01	12500	1	12463.416666666666
20190	akluj	garlic	akluj:garlic	2015-07-01	5115	3	4949.5
20191	akluj	garlic	akluj:garlic	2016-07-01	9600	3	9434.5
20387	akluj	garlic	akluj:garlic	2015-06-01	4474	2	4513.0
20388	akluj	garlic	akluj:garlic	2016-06-01	7714	2	7753.0
20585	akluj	garlic	akluj:garlic	2015-03-01	3330	1	3293.4166666666665
20586	akluj	garlic	akluj:garlic	2016-03-01	7469	1	7432.416666666667
20783	akluj	garlic	akluj:garlic	2015-05-01	3415	2	3454.0
20784	akluj	garlic	akluj:garlic	2016-05-01	6035	2	6074.0
20978	akluj	garlic	akluj:garlic	2014-11-01	3800	4	3612.375
20979	akluj	garlic	akluj:garlic	2015-11-01	7115	4	6927.375
21179	akluj	garlic	akluj:garlic	2014-10-01	4950	4	4762.375
21180	akluj	garlic	akluj:garlic	2015-10-01	6438	4	6250.375
21181	akluj	garlic	akluj:garlic	2016-10-01	9639	4	9451.375
21470	akluj	garlic	akluj:garlic	2014-09-01	3425	3	3259.5
21471	akluj	garlic	akluj:garlic	2015-09-01	6156	3	5990.5
21472	akluj	garlic	akluj:garlic	2016-09-01	10143	3	9977.5
23414	akluj	garlic	akluj:garlic	2016-11-01	8605	4	8417.375
19196	akluj	ladies finger	akluj:ladies finger	2015-04-01	1792	2	1474.5
19197	akluj	ladies finger	akluj:ladies finger	2016-04-01	3471	2	3153.5
19394	akluj	ladies finger	akluj:ladies finger	2015-08-01	1572	3	1713.9285714285713
19395	akluj	ladies finger	akluj:ladies finger	2016-08-01	1692	3	1833.9285714285713
19591	akluj	ladies finger	akluj:ladies finger	2014-12-01	2883	4	2892.625
19592	akluj	ladies finger	akluj:ladies finger	2015-12-01	3289	4	3298.625
19787	akluj	ladies finger	akluj:ladies finger	2015-02-01	3090	1	3200.0833333333335
19788	akluj	ladies finger	akluj:ladies finger	2016-02-01	2713	1	2823.0833333333335
19984	akluj	ladies finger	akluj:ladies finger	2015-01-01	3105	1	3215.0833333333335
19985	akluj	ladies finger	akluj:ladies finger	2016-01-01	3178	1	3288.0833333333335
20182	akluj	ladies finger	akluj:ladies finger	2015-07-01	2000	3	2141.9285714285716
20183	akluj	ladies finger	akluj:ladies finger	2016-07-01	3535	3	3676.9285714285716
20379	akluj	ladies finger	akluj:ladies finger	2015-06-01	2637	2	2319.5
20380	akluj	ladies finger	akluj:ladies finger	2016-06-01	4173	2	3855.5
20577	akluj	ladies finger	akluj:ladies finger	2015-03-01	2550	1	2660.0833333333335
20578	akluj	ladies finger	akluj:ladies finger	2016-03-01	2963	1	3073.0833333333335
20775	akluj	ladies finger	akluj:ladies finger	2015-05-01	1646	2	1328.5
20776	akluj	ladies finger	akluj:ladies finger	2016-05-01	3821	2	3503.5
20970	akluj	ladies finger	akluj:ladies finger	2014-11-01	2544	4	2553.625
20971	akluj	ladies finger	akluj:ladies finger	2015-11-01	2667	4	2676.625
21167	akluj	ladies finger	akluj:ladies finger	2014-10-01	1192	4	1201.625
21168	akluj	ladies finger	akluj:ladies finger	2015-10-01	2644	4	2653.625
21169	akluj	ladies finger	akluj:ladies finger	2016-10-01	1605	4	1614.625
21458	akluj	ladies finger	akluj:ladies finger	2014-09-01	2157	3	2298.9285714285716
21459	akluj	ladies finger	akluj:ladies finger	2015-09-01	1700	3	1841.9285714285713
21460	akluj	ladies finger	akluj:ladies finger	2016-09-01	1040	3	1181.9285714285713
23410	akluj	ladies finger	akluj:ladies finger	2016-11-01	1505	4	1514.625
19188	akluj	maize	akluj:maize	2015-04-01	1337	2	1325.5
19189	akluj	maize	akluj:maize	2016-04-01	1458	2	1446.5
19386	akluj	maize	akluj:maize	2015-08-01	1487	3	1434.5
19387	akluj	maize	akluj:maize	2016-08-01	1700	3	1647.5
19584	akluj	maize	akluj:maize	2014-12-01	1186	4	1208.5833333333333
19585	akluj	maize	akluj:maize	2015-12-01	1540	4	1562.5833333333333
19779	akluj	maize	akluj:maize	2015-02-01	1235	1	1256.6666666666667
19780	akluj	maize	akluj:maize	2016-02-01	1472	1	1493.6666666666667
19976	akluj	maize	akluj:maize	2015-01-01	1239	1	1260.6666666666667
19977	akluj	maize	akluj:maize	2016-01-01	1525	1	1546.6666666666667
20174	akluj	maize	akluj:maize	2015-07-01	1417	3	1364.5
20175	akluj	maize	akluj:maize	2016-07-01	1770	3	1717.5
20371	akluj	maize	akluj:maize	2015-06-01	1314	2	1302.5
20372	akluj	maize	akluj:maize	2016-06-01	1678	2	1666.5
20569	akluj	maize	akluj:maize	2015-03-01	1293	1	1314.6666666666667
20570	akluj	maize	akluj:maize	2016-03-01	1433	1	1454.6666666666667
20767	akluj	maize	akluj:maize	2015-05-01	1310	2	1298.5
20768	akluj	maize	akluj:maize	2016-05-01	1519	2	1507.5
20964	akluj	maize	akluj:maize	2014-11-01	1219	4	1241.5833333333333
20965	akluj	maize	akluj:maize	2015-11-01	1505	4	1527.5833333333333
21157	akluj	maize	akluj:maize	2014-10-01	1217	4	1239.5833333333333
21158	akluj	maize	akluj:maize	2015-10-01	1408	4	1430.5833333333333
21448	akluj	maize	akluj:maize	2014-09-01	1415	3	1362.5
21449	akluj	maize	akluj:maize	2015-09-01	1551	3	1498.5
19198	akluj	onion	akluj:onion	2015-04-01	1055	2	1103.6
19199	akluj	onion	akluj:onion	2016-04-01	833	2	881.6
19396	akluj	onion	akluj:onion	2015-08-01	4553	3	4627.071428571428
19397	akluj	onion	akluj:onion	2016-08-01	820	3	894.0714285714286
19593	akluj	onion	akluj:onion	2014-12-01	1050	4	996.3125
19594	akluj	onion	akluj:onion	2015-12-01	2353	4	2299.3125
19789	akluj	onion	akluj:onion	2015-02-01	1395	1	1374.8333333333333
19790	akluj	onion	akluj:onion	2016-02-01	1738	1	1717.8333333333333
19986	akluj	onion	akluj:onion	2015-01-01	1174	1	1153.8333333333333
19987	akluj	onion	akluj:onion	2016-01-01	2135	1	2114.8333333333335
20184	akluj	onion	akluj:onion	2015-07-01	2686	3	2760.0714285714284
20185	akluj	onion	akluj:onion	2016-07-01	985	3	1059.0714285714287
20381	akluj	onion	akluj:onion	2015-06-01	1934	2	1982.6
20382	akluj	onion	akluj:onion	2016-06-01	840	2	888.6
20579	akluj	onion	akluj:onion	2015-03-01	1313	1	1292.8333333333333
20580	akluj	onion	akluj:onion	2016-03-01	1300	1	1279.8333333333333
20777	akluj	onion	akluj:onion	2015-05-01	1131	2	1179.6
20778	akluj	onion	akluj:onion	2016-05-01	1181	2	1229.6
20972	akluj	onion	akluj:onion	2014-11-01	1068	4	1014.3125
20973	akluj	onion	akluj:onion	2015-11-01	3421	4	3367.3125
21170	akluj	onion	akluj:onion	2014-10-01	1469	4	1415.3125
21171	akluj	onion	akluj:onion	2015-10-01	3763	4	3709.3125
21172	akluj	onion	akluj:onion	2016-10-01	442	4	388.3125
21461	akluj	onion	akluj:onion	2014-09-01	1621	3	1695.0714285714287
21462	akluj	onion	akluj:onion	2015-09-01	4665	3	4739.071428571428
21463	akluj	onion	akluj:onion	2016-09-01	568	3	642.0714285714286
23411	akluj	onion	akluj:onion	2016-11-01	633	4	579.3125
19194	akluj	potato	akluj:potato	2015-04-01	833	2	779.5805318268517
19195	akluj	potato	akluj:potato	2016-04-01	1478	2	1383.2173181753742
19392	akluj	potato	akluj:potato	2015-08-01	1050	3	981.0795850857534
19393	akluj	potato	akluj:potato	2016-08-01	1992	3	1861.248127134115
19589	akluj	potato	akluj:potato	2014-12-01	2171	4	2314.4867751760953
19590	akluj	potato	akluj:potato	2015-12-01	1463	4	1559.6932989786399
19785	akluj	potato	akluj:potato	2015-02-01	1170	1	1208.8345155408406
19786	akluj	potato	akluj:potato	2016-02-01	1306	1	1349.3486130737929
19982	akluj	potato	akluj:potato	2015-01-01	1362	1	1407.2073591167732
19983	akluj	potato	akluj:potato	2016-01-01	1289	1	1331.7843508821738
20180	akluj	potato	akluj:potato	2015-07-01	1027	3	959.5892703648274
20181	akluj	potato	akluj:potato	2016-07-01	2005	3	1873.3948267589863
20377	akluj	potato	akluj:potato	2015-06-01	1053	2	985.4721488759601
20378	akluj	potato	akluj:potato	2016-06-01	1771	2	1657.4275172453233
20575	akluj	potato	akluj:potato	2015-03-01	828	1	855.4828879212102
20576	akluj	potato	akluj:potato	2016-03-01	1331	1	1375.1784104144092
20773	akluj	potato	akluj:potato	2015-05-01	908	2	849.7708558208659
20774	akluj	potato	akluj:potato	2016-05-01	1722	2	1611.5698389025672
20969	akluj	potato	akluj:potato	2015-11-01	1353	4	1442.423126123103
21165	akluj	potato	akluj:potato	2015-10-01	1056	4	1125.7936594131536
21166	akluj	potato	akluj:potato	2016-10-01	1468	4	1565.0237613811641
21456	akluj	potato	akluj:potato	2015-09-01	1047	3	978.276500556937
21457	akluj	potato	akluj:potato	2016-09-01	1705	3	1593.0863738773423
23409	akluj	potato	akluj:potato	2016-11-01	1286	4	1370.994929929276
19206	akluj	shevga	akluj:shevga	2015-04-01	1659	2	1690.5946436805336
19207	akluj	shevga	akluj:shevga	2016-04-01	1089	2	1109.7393411501514
19404	akluj	shevga	akluj:shevga	2015-08-01	2529	3	2380.9693294361405
19405	akluj	shevga	akluj:shevga	2016-08-01	3152	3	2967.503094655087
19601	akluj	shevga	akluj:shevga	2014-12-01	4067	4	3739.0013515920355
19602	akluj	shevga	akluj:shevga	2015-12-01	4211	4	3871.3879251423805
19797	akluj	shevga	akluj:shevga	2015-02-01	4944	1	5400.4718544471225
19798	akluj	shevga	akluj:shevga	2016-02-01	2593	1	2832.4076696159764
19994	akluj	shevga	akluj:shevga	2015-01-01	4933	1	5388.456241502357
19995	akluj	shevga	akluj:shevga	2016-01-01	3982	1	4349.651886004944
20192	akluj	shevga	akluj:shevga	2015-07-01	5425	3	5107.456944322286
20193	akluj	shevga	akluj:shevga	2016-07-01	4281	3	4030.4190191048306
20389	akluj	shevga	akluj:shevga	2015-06-01	4767	2	4857.784609056724
20390	akluj	shevga	akluj:shevga	2016-06-01	4033	2	4109.806026500056
20587	akluj	shevga	akluj:shevga	2015-03-01	2725	1	2976.595024953157
20588	akluj	shevga	akluj:shevga	2016-03-01	1513	1	1652.6929441299546
20785	akluj	shevga	akluj:shevga	2015-05-01	2423	2	2469.144557949327
20786	akluj	shevga	akluj:shevga	2016-05-01	2033	2	2071.717245691697
20980	akluj	shevga	akluj:shevga	2014-11-01	4200	4	3861.2750618850628
20981	akluj	shevga	akluj:shevga	2015-11-01	5214	4	4793.497183968742
21182	akluj	shevga	akluj:shevga	2014-10-01	2800	4	2574.1833745900417
21183	akluj	shevga	akluj:shevga	2015-10-01	3513	4	3229.6807839052917
21184	akluj	shevga	akluj:shevga	2016-10-01	3058	4	2811.3759855344097
